파마, 46, 164
하자, 80, 176
가다, 45, 177
차라, 60, 166
타차, 55, 161
아자, 94, 152
자사, 43, 150
다자, 51, 167
아마, 52, 159
가카, 98, 187
타라, 92, 183
파차, 69, 172
타하, 52, 196
타라, 59, 169
하라, 92, 157
파다, 60, 163
가차, 83, 172
사자, 76, 162
카타, 46, 172
카바, 79, 159
아나, 62, 143
가사, 67, 165
아바, 89, 152
마카, 44, 170
사아, 76, 170
바가, 80, 162
아아, 93, 164
마나, 47, 181
다가, 91, 143
다다, 87, 177
바마, 86, 145
아사, 57, 141
바바, 89, 170
라아, 46, 191
차마, 98, 144
카타, 88, 166
파다, 41, 167
다파, 49, 173
사아, 54, 143
사차, 40, 164
파라, 87, 166
아자, 81, 179
다다, 86, 190
자나, 56, 178
파카, 95, 187
파나, 91, 180
라가, 89, 143
차바, 75, 188
차가, 98, 150
자아, 41, 154
사라, 77, 166
바차, 72, 151
사마, 53, 149
카다, 81, 198
파파, 67, 154
마나, 63, 194
하사, 87, 143
다마, 67, 169
아라, 92, 169
라하, 45, 147
다마, 92, 182
라파, 42, 143
마하, 52, 160
파바, 95, 199
라라, 92, 163
자가, 94, 199
나라, 70, 181
아바, 93, 173
파차, 69, 155
아하, 83, 185
사하, 45, 148
바하, 45, 197
다하, 45, 161
파바, 63, 161
아아, 54, 187
자라, 99, 150
카사, 70, 180
나차, 62, 156
차바, 87, 156
가카, 95, 181
다다, 50, 151
사자, 78, 140
나타, 91, 140
라마, 77, 150
라나, 80, 160
카사, 65, 152
가나, 77, 194
차자, 41, 195
차바, 45, 172
차다, 90, 190
나가, 43, 163
가아, 52, 176
파하, 48, 181
차사, 70, 192
라다, 55, 191
파하, 95, 148
타카, 48, 183
자나, 76, 156
바타, 60, 158
라라, 57, 143
차차, 99, 169
나사, 99, 160
하파, 58, 140
하라, 56, 180
나라, 63, 161
바하, 41, 176
가사, 45, 165
마가, 40, 196
바다, 85, 179
마자, 99, 170
마파, 95, 147
가하, 96, 145
파다, 81, 154
바자, 57, 181
파나, 43, 152
라가, 98, 152
사나, 42, 142
마나, 68, 159
자나, 45, 183
카나, 92, 170
자다, 62, 185
차마, 98, 164
가하, 57, 154
자가, 44, 172
하마, 98, 175
나파, 55, 167
카바, 68, 171
아차, 58, 165
파자, 71, 183
자차, 53, 140
사나, 71, 141
라타, 95, 195
파타, 84, 141
라아, 46, 197
차라, 53, 153
다하, 90, 143
사카, 94, 156
가차, 78, 173
자차, 41, 198
아가, 89, 167
사라, 76, 181
사바, 79, 194
차하, 87, 178
타카, 85, 140
자다, 42, 154
다바, 47, 176
자다, 84, 179
바차, 73, 188
가카, 56, 173
자하, 79, 152
파타, 77, 154
사마, 93, 174
차카, 98, 156
마카, 86, 176
차가, 91, 153
파라, 66, 148
아다, 70, 188
바라, 91, 157
파카, 96, 176
바파, 74, 142
자사, 45, 142
하아, 45, 142
사타, 41, 157
자하, 59, 194
라자, 93, 155
자다, 98, 154
바바, 75, 188
마마, 72, 173
아차, 57, 179
가사, 49, 184
나하, 49, 148
라타, 78, 186
사하, 46, 172
차나, 81, 143
카파, 87, 151
차나, 46, 151
자하, 51, 142
사카, 41, 159
가하, 97, 185
다파, 56, 175
바하, 60, 191
타나, 49, 159
타가, 43, 180
타바, 41, 144
아아, 85, 160
카나, 81, 165
아타, 84, 184
나사, 54, 193
나나, 80, 193
파자, 45, 150
타나, 79, 150
가다, 69, 174
바차, 84, 144
타다, 52, 163
카사, 80, 176
다사, 92, 198
파바, 80, 196
사타, 77, 165
바자, 71, 142
자사, 55, 196
파카, 73, 179
마마, 44, 194
하라, 44, 154
아마, 52, 173
바파, 41, 178
다바, 73, 181
라사, 74, 159
다아, 70, 192
사차, 87, 191
하바, 59, 193
타타, 74, 184
마바, 52, 141
차가, 73, 199
나타, 59, 198
라아, 96, 146
파타, 74, 157
하나, 62, 177
바차, 51, 141
하사, 55, 166
자파, 84, 141
타타, 62, 190
가다, 85, 180
다가, 54, 175
바라, 72, 162
파파, 70, 190
바마, 75, 199
자다, 84, 191
타차, 97, 164
아라, 83, 163
하아, 54, 164
파가, 83, 194
하아, 72, 178
카라, 55, 178
바카, 79, 170
가차, 55, 188
라하, 75, 166
나마, 58, 155
타사, 92, 188
가마, 45, 165
바나, 45, 191
마카, 66, 171
마사, 97, 160
차차, 87, 142
나아, 63, 189
라하, 43, 146
나카, 72, 158
바나, 71, 146
아다, 71, 158
가타, 47, 157
가사, 60, 186
다아, 51, 155
카아, 65, 186
바차, 62, 193
나차, 43, 188
자바, 50, 162
사카, 90, 142
바다, 41, 169
바사, 54, 192
가마, 42, 197
다라, 45, 158
사사, 55, 159
파파, 70, 198
바마, 77, 159
나차, 45, 175
바하, 87, 192
아가, 71, 190
자가, 84, 162
나라, 56, 189
마바, 52, 183
라카, 70, 182
라다, 59, 148
나마, 93, 177
카마, 46, 194
라사, 93, 164
다아, 73, 141
타가, 93, 169
카사, 69, 198
하나, 93, 192
마바, 90, 193
다가, 48, 151
파나, 99, 168
다타, 61, 187
바차, 46, 150
파하, 48, 164
마카, 65, 179
나다, 82, 172
사마, 68, 183
바가, 92, 168
라하, 84, 188
하자, 92, 196
자사, 83, 174
하아, 85, 143
자아, 40, 173
마아, 50, 190
자나, 85, 190
라라, 47, 185
파카, 42, 154
차가, 91, 169
카자, 92, 168
나차, 60, 166
바타, 95, 182
타다, 40, 186
타나, 77, 179
자파, 80, 188
자자, 87, 149
아다, 51, 195
사하, 95, 151
마파, 67, 143
하아, 64, 154
바하, 51, 153
파자, 99, 145
아사, 95, 199
아아, 60, 152
나차, 90, 151
나아, 60, 192
사파, 79, 175
라차, 94, 177
나사, 96, 195
아아, 69, 186
사아, 44, 157
다다, 43, 176
바아, 95, 163
나자, 67, 177
하사, 98, 163
다사, 69, 142
카차, 58, 145
다바, 45, 167
다파, 68, 188
바아, 63, 166
자나, 90, 170
파사, 47, 175
라다, 65, 171
다사, 46, 150
자바, 91, 179
아파, 62, 165
마사, 88, 174
타자, 90, 180
차마, 40, 158
사파, 90, 173
사하, 91, 178
타다, 56, 161
다자, 65, 163
하파, 82, 166
하가, 49, 158
카하, 45, 186
아다, 68, 170
가카, 93, 149
파아, 61, 145
차마, 78, 141
아마, 78, 151
다카, 87, 181
카바, 84, 196
다나, 93, 178
마나, 75, 191
바파, 88, 146
나바, 82, 184
파다, 80, 159
자라, 51, 144
라바, 51, 150
하아, 40, 181
사차, 87, 185
하다, 61, 191
바타, 50, 179
카바, 60, 146
바하, 66, 177
사라, 40, 178
파파, 90, 180
하파, 91, 172
바다, 85, 160
카파, 56, 168
가가, 79, 154
카바, 65, 141
나타, 87, 168
파바, 60, 169
아카, 91, 154
다타, 91, 157
자차, 49, 145
아사, 45, 155
타사, 66, 198
자카, 93, 195
차마, 41, 163
타하, 52, 149
바사, 81, 148
라마, 88, 187
파바, 93, 169
사자, 82, 176
나나, 62, 165
아바, 98, 183
타나, 50, 190
아라, 62, 198
라아, 73, 152
아아, 70, 182
차사, 58, 144
자타, 44, 157
파카, 84, 160
마차, 70, 151
차타, 85, 189
마바, 45, 163
하하, 59, 167
라사, 52, 164
나아, 50, 180
사카, 61, 173
하자, 57, 175
자타, 63, 179
차카, 90, 184
아자, 84, 153
카나, 40, 162
가하, 55, 171
다카, 42, 176
마타, 43, 182
사자, 66, 171
다마, 59, 147
사바, 61, 186
차타, 73, 146
파하, 83, 148
아아, 61, 178
나파, 59, 154
바아, 47, 172
라카, 92, 165
다나, 90, 195
마바, 96, 182
파라, 80, 185
바아, 82, 152
라라, 85, 151
자나, 74, 179
아차, 60, 177
차파, 62, 195
가라, 54, 142
아아, 76, 142
하다, 76, 177
자파, 54, 199
아다, 87, 169
다타, 94, 144
파자, 58, 193
마아, 90, 151
아바, 63, 185
카나, 53, 187
마가, 80, 141
마하, 82, 170
마사, 46, 144
아가, 40, 154
나사, 45, 189
아라, 62, 178
자나, 95, 149
차다, 42, 182
마파, 94, 174
마사, 56, 193
다파, 89, 176
카나, 72, 155
다나, 81, 146
다하, 93, 199
라자, 81, 199
파라, 91, 149
파파, 45, 187
파다, 93, 186
차바, 78, 187
카사, 73, 142
바파, 85, 184
카다, 82, 193
마라, 58, 155
차나, 64, 163
차마, 85, 183
바아, 47, 186
다다, 73, 188
카라, 48, 189
카차, 98, 163
마카, 47, 158
바파, 41, 168
아다, 79, 151
하마, 74, 183
가카, 73, 177
마가, 96, 172
자타, 40, 158
가나, 68, 157
하아, 90, 199
나가, 46, 166
하바, 54, 153
마바, 41, 148
바파, 66, 188
나바, 61, 150
파사, 82, 188
바자, 76, 148
라다, 80, 197
자파, 87, 193
아아, 97, 151
카사, 47, 195
사하, 47, 169
바카, 94, 198
바자, 50, 171
카가, 79, 195
하바, 92, 162
마하, 81, 171
다파, 66, 196
자파, 59, 174
다하, 50, 152
차아, 55, 179
타자, 51, 183
나카, 54, 161
가차, 47, 193
자차, 88, 198
아아, 53, 149
가가, 98, 182
사바, 97, 174
아카, 45, 167
자자, 55, 190
라바, 60, 159
아자, 43, 177
차마, 89, 149
파가, 95, 161
타다, 45, 181
파가, 48, 143
사라, 92, 145
파가, 40, 143
자사, 78, 153
카가, 84, 154
카나, 97, 142
하나, 74, 189
마파, 74, 171
카타, 80, 183
가차, 87, 170
자아, 52, 150
아아, 95, 185
마마, 47, 144
아라, 66, 141
카파, 93, 197
타다, 78, 188
가파, 98, 183
타타, 86, 195
바다, 88, 149
차하, 97, 184
마자, 88, 176
카차, 99, 149
차라, 57, 148
라사, 93, 191
아사, 51, 195
파나, 60, 182
라바, 66, 162
자자, 87, 181
타바, 40, 191
카하, 95, 152
사파, 80, 169
나다, 77, 162
차파, 80, 152
카타, 80, 149
바차, 42, 163
나가, 70, 152
차파, 66, 141
카파, 60, 167
파파, 87, 164
나마, 88, 161
타카, 66, 158
파다, 85, 149
가사, 81, 167
타차, 61, 178
사다, 77, 199
아차, 58, 144
자바, 73, 150
아바, 46, 189
바타, 53, 195
사파, 63, 186
나사, 47, 174
아차, 75, 182
하차, 44, 148
카카, 79, 173
타타, 60, 148
나다, 60, 187
라카, 77, 149
바다, 51, 141
다나, 73, 168
마다, 81, 158
바나, 80, 181
자타, 94, 164
가자, 93, 191
자사, 88, 171
파타, 81, 186
파카, 86, 191
마카, 62, 173
다자, 49, 170
자자, 68, 189
자아, 67, 159
타라, 86, 197
가가, 90, 197
라나, 58, 191
타나, 54, 144
나타, 77, 187
사아, 67, 145
파사, 79, 176
나다, 74, 157
마라, 80, 160
하나, 66, 175
바하, 99, 154
마마, 89, 181
사바, 98, 199
파하, 89, 197
마라, 93, 155
가다, 61, 174
아타, 41, 173
마사, 96, 153
바카, 44, 146
자가, 63, 142
바나, 95, 180
나파, 96, 177
카마, 49, 171
하아, 99, 183
마마, 60, 150
사카, 66, 171
나아, 75, 164
파차, 83, 163
나차, 67, 193
라가, 63, 189
차아, 85, 170
다아, 94, 190
다다, 56, 147
바하, 79, 159
차바, 48, 145
바사, 67, 175
다하, 43, 189
사차, 78, 163
바바, 62, 177
하파, 64, 181
마다, 51, 181
사파, 83, 140
타카, 90, 198
사카, 66, 156
아카, 45, 162
마가, 56, 170
마타, 41, 170
다파, 86, 140
바가, 83, 176
자타, 49, 195
다차, 43, 149
라사, 99, 155
마타, 51, 190
파카, 47, 179
자하, 87, 158
하사, 78, 150
바바, 85, 156
라아, 79, 150
가바, 62, 152
타바, 74, 153
가차, 75, 155
라바, 81, 168
자마, 48, 187
타다, 99, 193
자가, 51, 185
바가, 60, 146
자파, 94, 190
라파, 86, 158
타카, 89, 182
다마, 78, 148
파바, 85, 176
나차, 45, 176
바아, 72, 143
사다, 51, 165
가나, 48, 150
하바, 92, 140
바자, 93, 164
사바, 79, 143
아파, 47, 188
바라, 56, 166
마아, 82, 167
다차, 57, 152
아파, 78, 160
마라, 73, 153
차하, 45, 158
라파, 51, 181
차차, 40, 168
바자, 44, 152
나다, 46, 197
나다, 66, 165
타타, 92, 155
사마, 43, 176
나카, 81, 191
카가, 89, 185
아차, 74, 195
나자, 42, 161
하다, 44, 147
파아, 97, 198
나다, 54, 192
라아, 62, 197
다차, 74, 175
하타, 70, 171
사차, 74, 179
타차, 71, 185
바타, 57, 182
파자, 47, 185
사자, 91, 191
마타, 61, 175
아하, 74, 169
바카, 65, 171
자사, 82, 183
마사, 50, 171
다사, 49, 184
사가, 80, 177
파아, 80, 177
사아, 72, 161
카라, 76, 147
카라, 98, 184
자마, 98, 193
자차, 46, 153
타나, 72, 158
아가, 65, 186
나차, 58, 199
사사, 75, 198
나파, 55, 173
하다, 43, 158
바아, 51, 199
나아, 95, 185
하카, 67, 141
가나, 96, 177
바타, 84, 194
아바, 66, 164
카다, 42, 173
타바, 77, 190
아사, 52, 184
가사, 75, 165
마타, 60, 162
하카, 70, 150
나아, 81, 153
사바, 43, 181
하바, 97, 181
사가, 91, 169
카라, 77, 146
라아, 87, 194
자아, 69, 166
차바, 55, 196
